年份,初中学校,初中学校代码,高中代码,高中名称,计划数
2024,上海市泗塘第二中学,131014,,上海市行知中学,2
2024,上海市泗塘第二中学,131014,,上海市吴淞中学,2
2024,上海市泗塘第二中学,131014,,上海大学附属中学,3
2024,上海市泗塘第二中学,131014,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市泗塘第二中学,131014,,上海师范大学附属中学宝山分校,1
2024,上海市泗塘第二中学,131014,,上海交通大学附属中学,1
2024,上海市长江第二中学,131015,,上海市行知中学,6
2024,上海市长江第二中学,131015,,上海市吴淞中学,5
2024,上海市长江第二中学,131015,,上海大学附属中学,7
2024,上海市长江第二中学,131015,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区求真中学,131016,,上海市行知中学,6
2024,上海市宝山区求真中学,131016,,上海市吴淞中学,7
2024,上海市宝山区求真中学,131016,,上海大学附属中学,6
2024,上海市宝山区求真中学,131016,,华东师范大学第二附属中学（宝山校区）,2
2024,上海市宝山区求真中学,131016,,上海师范大学附属中学宝山分校,3
2024,上海市宝山区求真中学,131016,,华东师范大学第二附属中学,1
2024,上海市大场中学,131018,,上海市行知中学,2
2024,上海市大场中学,131018,,上海市吴淞中学,4
2024,上海市大场中学,131018,,上海大学附属中学,2
2024,上海市大场中学,131018,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市大场中学,131018,,复旦大学附属中学,1
2024,上海市大华中学,131019,,上海市行知中学,2
2024,上海市大华中学,131019,,上海市吴淞中学,3
2024,上海市大华中学,131019,,上海大学附属中学,3
2024,上海市大华中学,131019,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市大华中学,131019,,上海师范大学附属中学宝山分校,1
2024,上海市月浦中学,131020,,上海市行知中学,3
2024,上海市月浦中学,131020,,上海市吴淞中学,2
2024,上海市月浦中学,131020,,上海大学附属中学,2
2024,上海市月浦中学,131020,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市月浦中学,131020,,上海师范大学附属中学宝山分校,1
2024,上海市月浦中学,131020,,上海交通大学附属中学,1
2024,上海市罗泾中学,131023,,上海市行知中学,4
2024,上海市罗泾中学,131023,,上海市吴淞中学,3
2024,上海市罗泾中学,131023,,上海大学附属中学,5
2024,上海市罗泾中学,131023,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市罗泾中学,131023,,上海师范大学附属中学宝山分校,1
2024,上海市罗南中学,131026,,上海市行知中学,4
2024,上海市罗南中学,131026,,上海市吴淞中学,3
2024,上海市罗南中学,131026,,上海大学附属中学,3
2024,上海市罗南中学,131026,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市罗南中学,131026,,上海师范大学附属中学宝山分校,1
2024,上海市罗南中学,131026,,上海市上海中学,1
2024,上海市民办交华中学,131035,,上海市行知中学,7
2024,上海市民办交华中学,131035,,上海市吴淞中学,7
2024,上海市民办交华中学,131035,,上海大学附属中学,7
2024,上海市民办交华中学,131035,,华东师范大学第二附属中学（宝山校区）,2
2024,上海市民办交华中学,131035,,上海师范大学附属中学宝山分校,1
2024,上海市宝山区高境镇第三中学,131036,,上海市行知中学,3
2024,上海市宝山区高境镇第三中学,131036,,上海市吴淞中学,2
2024,上海市宝山区高境镇第三中学,131036,,上海大学附属中学,5
2024,上海市宝山区高境镇第三中学,131036,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区罗店第二中学,131038,,上海市行知中学,4
2024,上海市宝山区罗店第二中学,131038,,上海市吴淞中学,4
2024,上海市宝山区罗店第二中学,131038,,上海大学附属中学,3
2024,上海市宝山区罗店第二中学,131038,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区乐之中学,131039,,上海市行知中学,3
2024,上海市宝山区乐之中学,131039,,上海市吴淞中学,2
2024,上海市宝山区乐之中学,131039,,上海大学附属中学,3
2024,上海市宝山区乐之中学,131039,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区美兰湖中学,131040,,上海市行知中学,3
2024,上海市宝山区美兰湖中学,131040,,上海市吴淞中学,4
2024,上海市宝山区美兰湖中学,131040,,上海大学附属中学,3
2024,上海市宝山区美兰湖中学,131040,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区杨泰实验中学,131041,,上海市行知中学,7
2024,上海市宝山区杨泰实验中学,131041,,上海市吴淞中学,10
2024,上海市宝山区杨泰实验中学,131041,,上海大学附属中学,7
2024,上海市宝山区杨泰实验中学,131041,,华东师范大学第二附属中学（宝山校区）,3
2024,上海市宝山区杨泰实验中学,131041,,上海师范大学附属中学宝山分校,1
2024,上海师范大学附属宝山经纬实验中学,131042,,上海市行知中学,6
2024,上海师范大学附属宝山经纬实验中学,131042,,上海市吴淞中学,7
2024,上海师范大学附属宝山经纬实验中学,131042,,上海大学附属中学,7
2024,上海师范大学附属宝山经纬实验中学,131042,,华东师范大学第二附属中学（宝山校区）,3
2024,上海师范大学附属宝山经纬实验中学,131042,,上海师范大学附属中学宝山分校,2
2024,上海师范大学附属宝山罗店中学,133002,,上海市行知中学,2
2024,上海师范大学附属宝山罗店中学,133002,,上海市吴淞中学,2
2024,上海师范大学附属宝山罗店中学,133002,,上海大学附属中学,2
2024,上海师范大学附属宝山罗店中学,133002,,华东师范大学第二附属中学（宝山校区）,1
2024,上海师范大学附属宝山罗店中学,133002,,上海师范大学附属中学宝山分校,1
2024,上海市顾村中学,134004,,上海市行知中学,6
2024,上海市顾村中学,134004,,上海市吴淞中学,5
2024,上海市顾村中学,134004,,上海大学附属中学,6
2024,上海市顾村中学,134004,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市行知实验中学,134005,,上海市行知中学,2
2024,上海市行知实验中学,134005,,上海市吴淞中学,2
2024,上海市行知实验中学,134005,,上海大学附属中学,2
2024,上海市行知实验中学,134005,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市行知实验中学,134005,,上海师范大学附属中学宝山分校,1
2024,上海市行知实验中学,134005,,上海交通大学附属中学,1
2024,上海市高境第一中学,134006,,上海市行知中学,1
2024,上海市高境第一中学,134006,,上海市吴淞中学,1
2024,上海市高境第一中学,134006,,上海大学附属中学,1
2024,上海市高境第一中学,134006,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市高境第一中学,134006,,上海师范大学附属中学宝山分校,1
2024,上海市盛桥中学,134008,,上海市行知中学,2
2024,上海市盛桥中学,134008,,上海市吴淞中学,2
2024,上海市盛桥中学,134008,,上海大学附属中学,1
2024,上海市盛桥中学,134008,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市同洲模范学校,135001,,上海市行知中学,4
2024,上海市同洲模范学校,135001,,上海市吴淞中学,5
2024,上海市同洲模范学校,135001,,上海大学附属中学,3
2024,上海市同洲模范学校,135001,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山实验学校,135002,,上海市行知中学,12
2024,上海市宝山实验学校,135002,,上海市吴淞中学,9
2024,上海市宝山实验学校,135002,,上海大学附属中学,9
2024,上海市宝山实验学校,135002,,华东师范大学第二附属中学（宝山校区）,3
2024,上海市宝山实验学校,135002,,上海师范大学附属中学宝山分校,1
2024,上海市民办锦秋学校,135004,,上海市行知中学,1
2024,上海市民办锦秋学校,135004,,上海市吴淞中学,1
2024,上海市民办锦秋学校,135004,,上海大学附属中学,1
2024,上海市民办锦秋学校,135004,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市月浦实验学校,135005,,上海市行知中学,4
2024,上海市月浦实验学校,135005,,上海市吴淞中学,4
2024,上海市月浦实验学校,135005,,上海大学附属中学,6
2024,上海市月浦实验学校,135005,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市月浦实验学校,135005,,上海师范大学附属中学宝山分校,2
2024,上海市宝钢新世纪学校,135006,,上海市行知中学,6
2024,上海市宝钢新世纪学校,135006,,上海市吴淞中学,5
2024,上海市宝钢新世纪学校,135006,,上海大学附属中学,6
2024,上海市宝钢新世纪学校,135006,,华东师范大学第二附属中学（宝山校区）,2
2024,上海市宝钢新世纪学校,135006,,上海师范大学附属中学宝山分校,2
2024,上海市吴淞实验学校,135007,,上海市行知中学,4
2024,上海市吴淞实验学校,135007,,上海市吴淞中学,3
2024,上海市吴淞实验学校,135007,,上海大学附属中学,3
2024,上海市吴淞实验学校,135007,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市吴淞实验学校,135007,,上海师范大学附属中学宝山分校,1
2024,上海市吴淞实验学校,135007,,上海交通大学附属中学,1
2024,上海市宝山区天馨学校,135009,,上海市行知中学,2
2024,上海市宝山区天馨学校,135009,,上海市吴淞中学,2
2024,上海市宝山区天馨学校,135009,,上海大学附属中学,3
2024,上海市宝山区天馨学校,135009,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区上海大学附属中学实验学校,135010,,上海市行知中学,5
2024,上海市宝山区上海大学附属中学实验学校,135010,,上海市吴淞中学,5
2024,上海市宝山区上海大学附属中学实验学校,135010,,上海大学附属中学,5
2024,上海市宝山区上海大学附属中学实验学校,135010,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区上海大学附属中学实验学校,135010,,上海师范大学附属中学宝山分校,1
2024,上海市宝山区共富实验学校,135011,,上海市行知中学,9
2024,上海市宝山区共富实验学校,135011,,上海市吴淞中学,8
2024,上海市宝山区共富实验学校,135011,,上海大学附属中学,8
2024,上海市宝山区共富实验学校,135011,,华东师范大学第二附属中学（宝山校区）,3
2024,上海市宝山区共富实验学校,135011,,上海师范大学附属中学宝山分校,1
2024,华东师范大学宝山实验学校,135012,,上海市行知中学,5
2024,华东师范大学宝山实验学校,135012,,上海市吴淞中学,5
2024,华东师范大学宝山实验学校,135012,,上海大学附属中学,4
2024,华东师范大学宝山实验学校,135012,,华东师范大学第二附属中学（宝山校区）,1
2024,华东师范大学宝山实验学校,135012,,华东师范大学第二附属中学,1
2024,上海大学附属学校,135013,,上海市行知中学,7
2024,上海大学附属学校,135013,,上海市吴淞中学,8
2024,上海大学附属学校,135013,,上海大学附属中学,9
2024,上海大学附属学校,135013,,华东师范大学第二附属中学（宝山校区）,2
2024,上海大学附属学校,135013,,上海师范大学附属中学宝山分校,1
2024,上海农场学校,135014,,上海市行知中学,1
2024,上海农场学校,135014,,上海市吴淞中学,1
2024,上海农场学校,135014,,上海大学附属中学,1
2024,上海农场学校,135014,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区馨家园学校,135018,,上海市行知中学,2
2024,上海市宝山区馨家园学校,135018,,上海市吴淞中学,2
2024,上海市宝山区馨家园学校,135018,,上海大学附属中学,3
2024,上海市宝山区馨家园学校,135018,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区馨家园学校,135018,,上海师范大学附属中学宝山分校,1
2024,上海世外教育附属宝山大华实验学校,135019,,上海市行知中学,2
2024,上海世外教育附属宝山大华实验学校,135019,,上海市吴淞中学,2
2024,上海世外教育附属宝山大华实验学校,135019,,上海大学附属中学,2
2024,上海世外教育附属宝山大华实验学校,135019,,华东师范大学第二附属中学（宝山校区）,1
2024,上海世外教育附属宝山大华实验学校,135019,,复旦大学附属中学,1
2024,上海市宝山区教育学院实验学校,135020,,上海市行知中学,2
2024,上海市宝山区教育学院实验学校,135020,,上海市吴淞中学,2
2024,上海市宝山区教育学院实验学校,135020,,上海大学附属中学,2
2024,上海市宝山区教育学院实验学校,135020,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区鹿鸣学校,135021,,上海市行知中学,2
2024,上海市宝山区鹿鸣学校,135021,,上海市吴淞中学,2
2024,上海市宝山区鹿鸣学校,135021,,上海大学附属中学,3
2024,上海市宝山区鹿鸣学校,135021,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区鹿鸣学校,135021,,上海师范大学附属中学宝山分校,1
2024,上海市宝山区庙行实验学校,135022,,上海市行知中学,2
2024,上海市宝山区庙行实验学校,135022,,上海市吴淞中学,2
2024,上海市宝山区庙行实验学校,135022,,上海大学附属中学,2
2024,上海市宝山区庙行实验学校,135022,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区庙行实验学校,135022,,上海师范大学附属中学宝山分校,2
2024,上海市宝山区顾村实验学校,135023,,上海市行知中学,2
2024,上海市宝山区顾村实验学校,135023,,上海市吴淞中学,2
2024,上海市宝山区顾村实验学校,135023,,上海大学附属中学,2
2024,上海市宝山区顾村实验学校,135023,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区顾村实验学校,135023,,上海师范大学附属中学宝山分校,2
2024,上海市教育学会宝山实验学校,135024,,上海市行知中学,2
2024,上海市教育学会宝山实验学校,135024,,上海市吴淞中学,1
2024,上海市教育学会宝山实验学校,135024,,上海大学附属中学,1
2024,上海市教育学会宝山实验学校,135024,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区行知外国语学校,135025,,上海市行知中学,2
2024,上海市宝山区行知外国语学校,135025,,上海市吴淞中学,2
2024,上海市宝山区行知外国语学校,135025,,上海大学附属中学,2
2024,上海市宝山区行知外国语学校,135025,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区行知外国语学校,135025,,上海师范大学附属中学宝山分校,1
2024,上海市宝山区新民实验学校,135026,,上海市行知中学,3
2024,上海市宝山区新民实验学校,135026,,上海市吴淞中学,3
2024,上海市宝山区新民实验学校,135026,,上海大学附属中学,3
2024,上海市宝山区新民实验学校,135026,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区新民实验学校,135026,,上海交通大学附属中学,1
2024,上海市刘行新华实验学校,135027,,上海市行知中学,6
2024,上海市刘行新华实验学校,135027,,上海市吴淞中学,4
2024,上海市刘行新华实验学校,135027,,上海大学附属中学,4
2024,上海市刘行新华实验学校,135027,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市刘行新华实验学校,135027,,上海师范大学附属中学宝山分校,1
2024,上海民办华曜宝山实验学校,135028,,上海市行知中学,7
2024,上海民办华曜宝山实验学校,135028,,上海市吴淞中学,5
2024,上海民办华曜宝山实验学校,135028,,上海大学附属中学,5
2024,上海民办华曜宝山实验学校,135028,,华东师范大学第二附属中学（宝山校区）,2
2024,上海民办华曜宝山实验学校,135028,,上海师范大学附属中学宝山分校,1
2024,上海大学附属宝山外国语学校,135029,,上海市行知中学,1
2024,上海大学附属宝山外国语学校,135029,,上海市吴淞中学,3
2024,上海大学附属宝山外国语学校,135029,,上海大学附属中学,1
2024,上海大学附属宝山外国语学校,135029,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市白茅岭学校（上海市白茅岭学校军天湖分校）,135030,,上海市吴淞中学,2
2024,上海外国语大学附属宝山双语学校,135031,,上海市行知中学,1
2024,上海外国语大学附属宝山双语学校,135031,,上海市吴淞中学,1
2024,上海外国语大学附属宝山双语学校,135031,,上海大学附属中学,2
2024,上海外国语大学附属宝山双语学校,135031,,华东师范大学第二附属中学（宝山校区）,1
2024,上海外国语大学附属宝山双语学校,135031,,上海师范大学附属中学宝山分校,1
2024,上海市行知中学附属宝山实验学校,135032,,上海市行知中学,1
2024,上海市行知中学附属宝山实验学校,135032,,上海市吴淞中学,1
2024,上海市行知中学附属宝山实验学校,135032,,上海大学附属中学,1
2024,上海市行知中学附属宝山实验学校,135032,,华东师范大学第二附属中学（宝山校区）,1
2024,上海民办至德实验学校,135033,,上海市行知中学,7
2024,上海民办至德实验学校,135033,,上海市吴淞中学,7
2024,上海民办至德实验学校,135033,,上海大学附属中学,8
2024,上海民办至德实验学校,135033,,华东师范大学第二附属中学（宝山校区）,2
2024,上海民办至德实验学校,135033,,上海师范大学附属中学宝山分校,2
2024,上海民办至德实验学校,135033,,复旦大学附属中学,1
2024,上海宝山区世外学校,135034,,上海市行知中学,2
2024,上海宝山区世外学校,135034,,上海市吴淞中学,3
2024,上海宝山区世外学校,135034,,上海大学附属中学,2
2024,上海宝山区世外学校,135034,,华东师范大学第二附属中学（宝山校区）,1
2024,上海师范大学附属宝山实验学校,135035,,上海市行知中学,1
2024,上海师范大学附属宝山实验学校,135035,,上海市吴淞中学,2
2024,上海师范大学附属宝山实验学校,135035,,上海大学附属中学,1
2024,上海师范大学附属宝山实验学校,135035,,华东师范大学第二附属中学（宝山校区）,1
2024,上海师范大学附属宝山潜溪学校,135036,,上海市行知中学,1
2024,上海师范大学附属宝山潜溪学校,135036,,上海市吴淞中学,1
2024,上海师范大学附属宝山潜溪学校,135036,,上海大学附属中学,1
2024,上海师范大学附属宝山潜溪学校,135036,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市存志附属宝山实验学校,135040,,上海市行知中学,1
2024,上海市存志附属宝山实验学校,135040,,上海市吴淞中学,2
2024,上海市存志附属宝山实验学校,135040,,上海大学附属中学,1
2024,上海市存志附属宝山实验学校,135040,,华东师范大学第二附属中学（宝山校区）,1
2024,华东师范大学附属宝山宝杨实验学校,135042,,上海市行知中学,4
2024,华东师范大学附属宝山宝杨实验学校,135042,,上海市吴淞中学,3
2024,华东师范大学附属宝山宝杨实验学校,135042,,上海大学附属中学,3
2024,华东师范大学附属宝山宝杨实验学校,135042,,华东师范大学第二附属中学（宝山校区）,1
2024,上海市宝山区陈伯吹罗店实验学校,135043,,上海市行知中学,2
2024,上海市宝山区陈伯吹罗店实验学校,135043,,上海市吴淞中学,2
2024,上海市宝山区陈伯吹罗店实验学校,135043,,上海大学附属中学,1
2024,上海市宝山区陈伯吹罗店实验学校,135043,,华东师范大学第二附属中学（宝山校区）,1
2024,合计,合计,,上海市行知中学,224
2024,合计,合计,,上海市吴淞中学,221
2024,合计,合计,,上海大学附属中学,224
2024,合计,合计,,华东师范大学第二附属中学（宝山校区）,81
2024,合计,合计,,上海师范大学附属中学宝山分校,40
2024,合计,合计,,上海市上海中学,2
2024,合计,合计,,华东师范大学第二附属中学,2
2024,合计,合计,,复旦大学附属中学,4
2024,合计,合计,,上海交通大学附属中学,5
2024,上海市位育初级中学,041302,,"042001
市二中学",8
2024,上海市位育初级中学,041302,,"042008
南洋模范",9
2024,上海市位育初级中学,041302,,"042035
位育中学",9
2024,上海市位育初级中学,041302,,"042036
复附徐汇",3
2024,上海市位育初级中学,041302,,"043015
南洋中学",7
2024,上海市位育初级中学,041302,,"152006
上师附中",1
2024,上海市第二初级中学,041305,,"042001
市二中学",4
2024,上海市第二初级中学,041305,,"042008
南洋模范",6
2024,上海市第二初级中学,041305,,"042035
位育中学",5
2024,上海市第二初级中学,041305,,"042036
复附徐汇",2
2024,上海市第二初级中学,041305,,"043015
南洋中学",4
2024,上海市第二初级中学,041305,,"102057
复旦附中",1
2024,上海市南洋模范初级中学,041306,,"042001
市二中学",8
2024,上海市南洋模范初级中学,041306,,"042008
南洋模范",11
2024,上海市南洋模范初级中学,041306,,"042035
位育中学",9
2024,上海市南洋模范初级中学,041306,,"042036
复附徐汇",3
2024,上海市南洋模范初级中学,041306,,"043015
南洋中学",8
2024,上海市南洋模范初级中学,041306,,"102056
交大附中",1
2024,上海市南洋初级中学,041316,,"042001
市二中学",5
2024,上海市南洋初级中学,041316,,"042008
南洋模范",8
2024,上海市南洋初级中学,041316,,"042035
位育中学",7
2024,上海市南洋初级中学,041316,,"042036
复附徐汇",3
2024,上海市南洋初级中学,041316,,"043015
南洋中学",7
2024,上海市南洋初级中学,041316,,"152006
上师附中",1
2024,上海市田林中学,041318,,"042001
市二中学",3
2024,上海市田林中学,041318,,"042008
南洋模范",4
2024,上海市田林中学,041318,,"042035
位育中学",5
2024,上海市田林中学,041318,,"042036
复附徐汇",2
2024,上海市田林中学,041318,,"043015
南洋中学",4
2024,上海市田林中学,041318,,"042032
上海中学",1
2024,上海市田林第二中学,041319,,"042001
市二中学",3
2024,上海市田林第二中学,041319,,"042008
南洋模范",5
2024,上海市田林第二中学,041319,,"042035
位育中学",4
2024,上海市田林第二中学,041319,,"042036
复附徐汇",1
2024,上海市田林第二中学,041319,,"043015
南洋中学",3
2024,上海市田林第二中学,041319,,"042032
上海中学",1
2024,上海市田林第三中学,041320,,"042001
市二中学",10
2024,上海市田林第三中学,041320,,"042008
南洋模范",12
2024,上海市田林第三中学,041320,,"042035
位育中学",12
2024,上海市田林第三中学,041320,,"042036
复附徐汇",5
2024,上海市田林第三中学,041320,,"043015
南洋中学",10
2024,上海市田林第三中学,041320,,"102056
交大附中",1
2024,上海市田林第三中学,041320,,"152003
华二附中",1
2024,上海市龙苑中学,041326,,"042001
市二中学",1
2024,上海市龙苑中学,041326,,"042008
南洋模范",1
2024,上海市龙苑中学,041326,,"042035
位育中学",1
2024,上海市龙苑中学,041326,,"042036
复附徐汇",1
2024,上海市龙苑中学,041326,,"043015
南洋中学",1
2024,上海市徐汇区教育学院附属实验中学,041327,,"042001
市二中学",7
2024,上海市徐汇区教育学院附属实验中学,041327,,"042008
南洋模范",11
2024,上海市徐汇区教育学院附属实验中学,041327,,"042035
位育中学",9
2024,上海市徐汇区教育学院附属实验中学,041327,,"042036
复附徐汇",3
2024,上海市徐汇区教育学院附属实验中学,041327,,"043015
南洋中学",8
2024,上海市徐汇区教育学院附属实验中学,041327,,"042032
上海中学",1
2024,上海市徐汇区教育学院附属实验中学,041327,,"102056
交大附中",1
2024,上海市长桥中学,041328,,"042001
市二中学",2
2024,上海市长桥中学,041328,,"042008
南洋模范",3
2024,上海市长桥中学,041328,,"042035
位育中学",2
2024,上海市长桥中学,041328,,"042036
复附徐汇",2
2024,上海市长桥中学,041328,,"043015
南洋中学",3
2024,上海市长桥中学,041328,,"042032
上海中学",1
2024,上海市园南中学,041329,,"042001
市二中学",5
2024,上海市园南中学,041329,,"042008
南洋模范",7
2024,上海市园南中学,041329,,"042035
位育中学",7
2024,上海市园南中学,041329,,"042036
复附徐汇",2
2024,上海市园南中学,041329,,"043015
南洋中学",6
2024,上海市园南中学,041329,,"042032
上海中学",2
2024,上海市汾阳中学,041331,,"042001
市二中学",1
2024,上海市汾阳中学,041331,,"042008
南洋模范",4
2024,上海市汾阳中学,041331,,"042035
位育中学",3
2024,上海市汾阳中学,041331,,"042036
复附徐汇",1
2024,上海市汾阳中学,041331,,"043015
南洋中学",1
2024,上海市汾阳中学,041331,,"042032
上海中学",1
2024,上海市梅园中学,041334,,"042001
市二中学",2
2024,上海市梅园中学,041334,,"042008
南洋模范",4
2024,上海市梅园中学,041334,,"042035
位育中学",3
2024,上海市梅园中学,041334,,"042036
复附徐汇",1
2024,上海市梅园中学,041334,,"043015
南洋中学",2
2024,上海市梅园中学,041334,,"152003
华二附中",1
2024,上海市紫阳中学,041336,,"042001
市二中学",3
2024,上海市紫阳中学,041336,,"042008
南洋模范",6
2024,上海市紫阳中学,041336,,"042035
位育中学",5
2024,上海市紫阳中学,041336,,"042036
复附徐汇",1
2024,上海市紫阳中学,041336,,"043015
南洋中学",3
2024,上海市紫阳中学,041336,,"102056
交大附中",1
2024,上海市康健外国语实验中学,041347,,"042001
市二中学",5
2024,上海市康健外国语实验中学,041347,,"042008
南洋模范",7
2024,上海市康健外国语实验中学,041347,,"042035
位育中学",7
2024,上海市康健外国语实验中学,041347,,"042036
复附徐汇",2
2024,上海市康健外国语实验中学,041347,,"043015
南洋中学",5
2024,上海市康健外国语实验中学,041347,,"042032
上海中学",2
2024,上海市世外中学,041363,,"042001
市二中学",8
2024,上海市世外中学,041363,,"042008
南洋模范",11
2024,上海市世外中学,041363,,"042035
位育中学",11
2024,上海市世外中学,041363,,"042036
复附徐汇",3
2024,上海市世外中学,041363,,"043015
南洋中学",9
2024,上海市世外中学,041363,,"102057
复旦附中",1
2024,上海市民办华育中学,041385,,"042001
市二中学",9
2024,上海市民办华育中学,041385,,"042008
南洋模范",10
2024,上海市民办华育中学,041385,,"042035
位育中学",10
2024,上海市民办华育中学,041385,,"042036
复附徐汇",2
2024,上海市民办华育中学,041385,,"043015
南洋中学",8
2024,上海市民办华育中学,041385,,"042032
上海中学",1
2024,上海市民办华育中学,041385,,"102057
复旦附中",1
2024,上海市中国中学,044103,,"042001
市二中学",8
2024,上海市中国中学,044103,,"042008
南洋模范",10
2024,上海市中国中学,044103,,"042035
位育中学",9
2024,上海市中国中学,044103,,"042036
复附徐汇",4
2024,上海市中国中学,044103,,"043015
南洋中学",8
2024,上海市中国中学,044103,,"102057
复旦附中",1
2024,上海市中国中学,044103,,"152006
上师附中",1
2024,上海市第五十四中学,044107,,"042001
市二中学",2
2024,上海市第五十四中学,044107,,"042008
南洋模范",3
2024,上海市第五十四中学,044107,,"042035
位育中学",5
2024,上海市第五十四中学,044107,,"042036
复附徐汇",1
2024,上海市第五十四中学,044107,,"043015
南洋中学",2
2024,上海市徐汇中学,044109,,"042001
市二中学",9
2024,上海市徐汇中学,044109,,"042008
南洋模范",11
2024,上海市徐汇中学,044109,,"042035
位育中学",12
2024,上海市徐汇中学,044109,,"042036
复附徐汇",4
2024,上海市徐汇中学,044109,,"043015
南洋中学",10
2024,上海市徐汇中学,044109,,"042032
上海中学",1
2024,上海市徐汇中学,044109,,"152006
上师附中",1
2024,徐汇南校,044110,,"042001
市二中学",6
2024,徐汇南校,044110,,"042008
南洋模范",7
2024,徐汇南校,044110,,"042035
位育中学",9
2024,徐汇南校,044110,,"042036
复附徐汇",1
2024,徐汇南校,044110,,"043015
南洋中学",7
2024,徐汇南校,044110,,"152003
华二附中",1
2024,上海市第四中学,044111,,"042001
市二中学",10
2024,上海市第四中学,044111,,"042008
南洋模范",10
2024,上海市第四中学,044111,,"042035
位育中学",11
2024,上海市第四中学,044111,,"042036
复附徐汇",1
2024,上海市第四中学,044111,,"043015
南洋中学",9
2024,上海市第四中学,044111,,"042032
上海中学",2
2024,上海市第四中学,044111,,"152003
华二附中",1
2024,上海市零陵中学,044114,,"042001
市二中学",3
2024,上海市零陵中学,044114,,"042008
南洋模范",3
2024,上海市零陵中学,044114,,"042035
位育中学",3
2024,上海市零陵中学,044114,,"042036
复附徐汇",2
2024,上海市零陵中学,044114,,"043015
南洋中学",4
2024,上海市零陵中学,044114,,"042032
上海中学",1
2024,上海师大附中附属龙华中学,044125,,"042001
市二中学",3
2024,上海师大附中附属龙华中学,044125,,"042008
南洋模范",2
2024,上海师大附中附属龙华中学,044125,,"042035
位育中学",2
2024,上海师大附中附属龙华中学,044125,,"042036
复附徐汇",1
2024,上海师大附中附属龙华中学,044125,,"043015
南洋中学",2
2024,上海师大附中附属龙华中学,044125,,"042032
上海中学",1
2024,华东理工大学附属中学,044133,,"042001
市二中学",5
2024,华东理工大学附属中学,044133,,"042008
南洋模范",7
2024,华东理工大学附属中学,044133,,"042035
位育中学",9
2024,华东理工大学附属中学,044133,,"042036
复附徐汇",3
2024,华东理工大学附属中学,044133,,"043015
南洋中学",5
2024,华东理工大学附属中学,044133,,"042032
上海中学",1
2024,上海市西南位育中学,044162,,"042001
市二中学",10
2024,上海市西南位育中学,044162,,"042008
南洋模范",13
2024,上海市西南位育中学,044162,,"042035
位育中学",13
2024,上海市西南位育中学,044162,,"042036
复附徐汇",6
2024,上海市西南位育中学,044162,,"043015
南洋中学",10
2024,上海市西南位育中学,044162,,"042032
上海中学",2
2024,上海市西南位育中学,044162,,"152006
上师附中",1
2024,上海市西南模范中学,044164,,"042001
市二中学",10
2024,上海市西南模范中学,044164,,"042008
南洋模范",12
2024,上海市西南模范中学,044164,,"042035
位育中学",13
2024,上海市西南模范中学,044164,,"042036
复附徐汇",5
2024,上海市西南模范中学,044164,,"043015
南洋中学",11
2024,上海市西南模范中学,044164,,"042032
上海中学",3
2024,上海民办位育中学,044181,,"042001
市二中学",4
2024,上海民办位育中学,044181,,"042008
南洋模范",3
2024,上海民办位育中学,044181,,"042035
位育中学",3
2024,上海民办位育中学,044181,,"042036
复附徐汇",1
2024,上海民办位育中学,044181,,"043015
南洋中学",2
2024,上海民办位育中学,044181,,"152006
上师附中",1
2024,上海民办南模中学,044182,,"042001
市二中学",2
2024,上海民办南模中学,044182,,"042008
南洋模范",3
