年份,区域,初中学校,高中学校,录取分数线
2024,崇明,上海师范大学附属崇明正大中学,,712.5
2024,崇明,上海市崇明区庙镇学校,,713
2024,崇明,上海市崇明区庙镇学校,,680
2024,崇明,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,崇明,上海市崇明区庙镇学校,,676
2024,崇明,上海市崇明区大新中学,,657
2024,崇明,上海市崇明区大新中学,,681
2024,崇明,上海市崇明区三烈中学,,675
2024,崇明,上海市崇明区三烈中学,,677
2024,崇明,上海市崇明区三烈中学,,668.5
2024,崇明,上海市崇明区大公中学,,683
2024,崇明,上海市崇明区大公中学,,704
2024,崇明,上海民办民一中学,,704.5
2024,崇明,上海民办民一中学,,727
2024,崇明,上海市崇明区横沙中学,,666.5
2024,崇明,上海市崇明区横沙中学,,676.5
2024,崇明,上海新纪元双语学校,,683
2024,崇明,上海新纪元双语学校,,718.5
2024,崇明,上海市崇明区新海学校,,697
2024,崇明,上海市实验学校附属东滩学校,,684
2024,崇明,上海市实验学校附属东滩学校,,708.5
2024,徐汇,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,徐汇,上海市位育初级中学,,727
2024,徐汇,上海市位育初级中学,,748
2024,徐汇,上海市位育初级中学,,742
2024,徐汇,上海市位育初级中学,,759
2024,徐汇,上海市位育初级中学,,721.5
2024,徐汇,上海市位育初级中学,,734
2024,徐汇,上海市第二初级中学,,723
2024,徐汇,上海市第二初级中学,,741.5
2024,徐汇,上海市第二初级中学,,722.5
2024,徐汇,上海市第二初级中学,,745.5
2024,徐汇,上海市第二初级中学,,714.5
2024,徐汇,上海市第二初级中学,,717.5
2024,徐汇,上海市南洋模范初级中学,,726
2024,徐汇,上海市南洋模范初级中学,,743
2024,徐汇,上海市南洋模范初级中学,,733.5
2024,徐汇,上海市南洋模范初级中学,,753.5
2024,徐汇,上海市南洋模范初级中学,,719.5
2024,徐汇,上海市南洋模范初级中学,,759.5
2024,徐汇,上海市南洋初级中学,,727.5
2024,徐汇,上海市南洋初级中学,,741.5
2024,徐汇,上海市南洋初级中学,,728.5
2024,徐汇,上海市南洋初级中学,,732
2024,徐汇,上海市南洋初级中学,,719
2024,徐汇,上海市南洋初级中学,,723.5
2024,徐汇,上海市田林中学,,724
2024,徐汇,上海市田林中学,,740.5
2024,徐汇,上海市田林中学,,761.5
2024,徐汇,上海市田林中学,,720
2024,徐汇,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,徐汇,上海市田林中学,,735
2024,徐汇,上海市田林中学,,715
2024,徐汇,上海市田林第二中学,,711.5
2024,徐汇,上海市田林第二中学,,742
2024,徐汇,上海市田林第二中学,,745
2024,徐汇,上海市田林第二中学,,709.5
2024,徐汇,上海市田林第二中学,,756
2024,徐汇,上海市田林第二中学,,708
2024,徐汇,上海市田林第三中学,,725.5
2024,徐汇,上海市田林第三中学,,745
2024,徐汇,上海市田林第三中学,,737
2024,徐汇,上海市田林第三中学,,751.5
2024,徐汇,上海市田林第三中学,,718
2024,徐汇,上海市田林第三中学,,761
2024,徐汇,上海市田林第三中学,,759
2024,徐汇,上海市龙苑中学,,666.5
2024,徐汇,上海市龙苑中学,,722.5
2024,徐汇,上海市龙苑中学,,669.5
2024,徐汇,上海市龙苑中学,,716
2024,徐汇,上海市龙苑中学,,658
2024,徐汇,上海市徐汇区教育学院附属实验中学,,723
2024,徐汇,上海市徐汇区教育学院附属实验中学,,751
2024,徐汇,上海市徐汇区教育学院附属实验中学,,759
2024,徐汇,上海市徐汇区教育学院附属实验中学,,742
2024,徐汇,上海市徐汇区教育学院附属实验中学,,758
2024,徐汇,上海市徐汇区教育学院附属实验中学,,724.5
2024,徐汇,上海市徐汇区教育学院附属实验中学,,756
2024,徐汇,上海市长桥中学,,723.5
2024,徐汇,上海市长桥中学,,730.5
2024,徐汇,上海市长桥中学,,760.5
2024,徐汇,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,徐汇,上海市长桥中学,,729.5
2024,徐汇,上海市长桥中学,,751
2024,徐汇,上海市长桥中学,,722.5
2024,徐汇,上海市园南中学,,731.5
2024,徐汇,上海市园南中学,,745
2024,徐汇,上海市园南中学,,756
2024,徐汇,上海市园南中学,,738
2024,徐汇,上海市园南中学,,745
2024,徐汇,上海市园南中学,,707.5
2024,徐汇,上海市汾阳中学,,722
2024,徐汇,上海市汾阳中学,,736.5
2024,徐汇,上海市汾阳中学,,751.5
2024,徐汇,上海市汾阳中学,,724
2024,徐汇,上海市汾阳中学,,746.5
2024,徐汇,上海市汾阳中学,,720.5
2024,徐汇,上海市梅园中学,,726.5
2024,徐汇,上海市梅园中学,,739
2024,徐汇,上海市梅园中学,,732
2024,徐汇,上海市梅园中学,,753.5
2024,徐汇,上海市梅园中学,,730
2024,徐汇,上海市梅园中学,,761
2024,徐汇,上海市紫阳中学,,726.5
2024,徐汇,上海市紫阳中学,,740.5
2024,徐汇,上海市紫阳中学,,737
2024,徐汇,上海市紫阳中学,,758
2024,徐汇,上海市紫阳中学,,723.5
2024,徐汇,上海市紫阳中学,,748.5
2024,徐汇,上海市康健外国语实验中学,,718.5
2024,徐汇,上海市康健外国语实验中学,,737
2024,徐汇,上海市康健外国语实验中学,,743.5
2024,徐汇,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,徐汇,上海市康健外国语实验中学,,728
2024,徐汇,上海市康健外国语实验中学,,746.5
2024,徐汇,上海市康健外国语实验中学,,715.5
2024,徐汇,上海市世外中学,,713
2024,徐汇,上海市世外中学,,744
2024,徐汇,上海市世外中学,,725
2024,徐汇,上海市世外中学,,757
2024,徐汇,上海市世外中学,,689
2024,徐汇,上海市世外中学,,761
2024,徐汇,上海市民办华育中学,,708
2024,徐汇,上海市民办华育中学,,746.5
2024,徐汇,上海市民办华育中学,,761.5
2024,徐汇,上海市民办华育中学,,733
2024,徐汇,上海市民办华育中学,,759.5
2024,徐汇,上海市民办华育中学,,706.5
2024,徐汇,上海市民办华育中学,,761
2024,徐汇,上海市中国中学,,723
2024,徐汇,上海市中国中学,,743.5
2024,徐汇,上海市中国中学,,735
2024,徐汇,上海市中国中学,,751.5
2024,徐汇,上海市中国中学,,719.5
2024,徐汇,上海市中国中学,,760.5
2024,徐汇,上海市中国中学,,724
2024,徐汇,上海市第五十四中学,,726
2024,徐汇,上海市第五十四中学,,735.5
2024,徐汇,上海市第五十四中学,,726
2024,徐汇,上海市第五十四中学,,753
2024,徐汇,上海市第五十四中学,,718
2024,徐汇,上海市徐汇中学,,720
2024,徐汇,上海市徐汇中学,,743.5
2024,徐汇,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,徐汇,上海市徐汇中学,,760.5
2024,徐汇,上海市徐汇中学,,727
2024,徐汇,上海市徐汇中学,,752
2024,徐汇,上海市徐汇中学,,707
2024,徐汇,上海市徐汇中学,,730.5
2024,徐汇,徐汇南校,,719.5
2024,徐汇,徐汇南校,,747
2024,徐汇,徐汇南校,,740.5
2024,徐汇,徐汇南校,,758
2024,徐汇,徐汇南校,,707
2024,徐汇,徐汇南校,,759.5
2024,徐汇,上海市第四中学,,720
2024,徐汇,上海市第四中学,,737
2024,徐汇,上海市第四中学,,757
2024,徐汇,上海市第四中学,,725.5
2024,徐汇,上海市第四中学,,707
2024,徐汇,上海市第四中学,,713.5
2024,徐汇,上海市第四中学,,752
2024,徐汇,上海市零陵中学,,707.5
2024,徐汇,上海市零陵中学,,711
2024,徐汇,上海市零陵中学,,755.5
2024,徐汇,上海市零陵中学,,718
2024,徐汇,上海市零陵中学,,740
2024,徐汇,上海市零陵中学,,695
2024,徐汇,上海师大附中附属龙华中学,,707
2024,徐汇,上海师大附中附属龙华中学,,720.5
2024,徐汇,上海师大附中附属龙华中学,,689.5
2024,徐汇,上海师大附中附属龙华中学,,731.5
2024,徐汇,上海师大附中附属龙华中学,,746
2024,徐汇,上海师大附中附属龙华中学,,721
2024,徐汇,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,徐汇,华东理工大学附属中学,,721.5
2024,徐汇,华东理工大学附属中学,,743.5
2024,徐汇,华东理工大学附属中学,,753.5
2024,徐汇,华东理工大学附属中学,,733.5
2024,徐汇,华东理工大学附属中学,,752.5
2024,徐汇,华东理工大学附属中学,,715
2024,徐汇,上海市西南位育中学,,708.5
2024,徐汇,上海市西南位育中学,,726
2024,徐汇,上海市西南位育中学,,684.5
2024,徐汇,上海市西南位育中学,,709.5
2024,徐汇,上海市西南位育中学,,736.5
2024,徐汇,上海市西南位育中学,,699.5
2024,徐汇,上海市西南位育中学,,711
2024,徐汇,上海市西南模范中学,,723
2024,徐汇,上海市西南模范中学,,748.5
2024,徐汇,上海市西南模范中学,,759.5
2024,徐汇,上海市西南模范中学,,735.5
2024,徐汇,上海市西南模范中学,,755.5
2024,徐汇,上海市西南模范中学,,717.5
2024,徐汇,上海民办位育中学,,723
2024,徐汇,上海民办位育中学,,748.5
2024,徐汇,上海民办位育中学,,738
2024,徐汇,上海民办位育中学,,750.5
2024,徐汇,上海民办位育中学,,718.5
2024,徐汇,上海民办位育中学,,724
2024,徐汇,上海民办南模中学,,722
2024,徐汇,上海民办南模中学,,750
2024,徐汇,上海民办南模中学,,730
2024,徐汇,上海民办南模中学,,758
2024,徐汇,上海民办南模中学,,720.5
2024,徐汇,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,徐汇,上海市位育实验学校,,725.5
2024,徐汇,上海市位育实验学校,,735
2024,徐汇,上海市位育实验学校,,723.5
2024,徐汇,上海市位育实验学校,,739.5
2024,徐汇,上海市位育实验学校,,708.5
2024,徐汇,上海师范大学第三附属实验学校,,728
2024,徐汇,上海师范大学第三附属实验学校,,745
2024,徐汇,上海师范大学第三附属实验学校,,749
2024,徐汇,上海师范大学第三附属实验学校,,738.5
2024,徐汇,上海师范大学第三附属实验学校,,747.5
2024,徐汇,上海师范大学第三附属实验学校,,724.5
2024,普陀,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,普陀,上海市洵阳中学,,710
2024,普陀,上海市洵阳中学,,741.5
2024,普陀,上海市洵阳中学,,705.5
2024,普陀,上海市洵阳中学,,742
2024,普陀,上海市北海中学,,726.5
2024,普陀,上海市北海中学,,731
2024,普陀,上海市北海中学,,716
2024,普陀,上海市北海中学,,749.5
2024,普陀,上海市延河中学,,725.5
2024,普陀,上海市延河中学,,728.5
2024,普陀,上海市延河中学,,715
2024,普陀,上海市延河中学,,746
2024,普陀,上海市曹杨第二中学附属实验中学,,720
2024,普陀,上海市曹杨第二中学附属实验中学,,724
2024,普陀,上海市曹杨第二中学附属实验中学,,706.5
2024,普陀,上海市曹杨第二中学附属实验中学,,740
2024,普陀,上海市曹杨第二中学附属实验中学,,762
2024,普陀,华东师范大学第四附属中学,,723
2024,普陀,华东师范大学第四附属中学,,739.5
2024,普陀,华东师范大学第四附属中学,,718.5
2024,普陀,华东师范大学第四附属中学,,757.5
2024,普陀,华东师范大学第四附属中学,,765
2024,普陀,上海市怒江中学,,736
2024,普陀,上海市怒江中学,,707.5
2024,普陀,上海市怒江中学,,693.5
2024,普陀,上海市怒江中学,,735
2024,普陀,上海师范大学附属第二实验学校,,727.5
2024,普陀,上海师范大学附属第二实验学校,,749
2024,普陀,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,普陀,上海师范大学附属第二实验学校,,722.5
2024,普陀,上海师范大学附属第二实验学校,,753
2024,普陀,上海市真北中学,,727
2024,普陀,上海市真北中学,,745
2024,普陀,上海市真北中学,,707.5
2024,普陀,上海市真北中学,,756
2024,普陀,上海市普陀区教育学院附属中学,,729.5
2024,普陀,上海市普陀区教育学院附属中学,,736.5
2024,普陀,上海市普陀区教育学院附属中学,,711.5
2024,普陀,上海市普陀区教育学院附属中学,,746.5
2024,普陀,上海市普陀区教育学院附属中学,,749
2024,普陀,上海市梅陇中学,,759
2024,普陀,上海市梅陇中学,,731
2024,普陀,上海市梅陇中学,,739
2024,普陀,上海市梅陇中学,,715
2024,普陀,上海市梅陇中学,,752.5
2024,普陀,上海兰田中学,,728
2024,普陀,上海兰田中学,,743
2024,普陀,上海兰田中学,,719.5
2024,普陀,上海兰田中学,,756.5
2024,普陀,上海市曹杨中学,,721.5
2024,普陀,上海市曹杨中学,,727
2024,普陀,上海市曹杨中学,,711
2024,普陀,上海市曹杨中学,,743.5
2024,普陀,同济大学第二附属中学,,729.5
2024,普陀,同济大学第二附属中学,,738
2024,普陀,同济大学第二附属中学,,717.5
2024,普陀,同济大学第二附属中学,,753.5
2024,普陀,上海市新杨中学,,720.5
2024,普陀,上海市新杨中学,,737.5
2024,普陀,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,普陀,上海市新杨中学,,713
2024,普陀,上海市新杨中学,,750.5
2024,普陀,上海市长征中学,,726.5
2024,普陀,上海市长征中学,,743
2024,普陀,上海市长征中学,,719.5
2024,普陀,上海市长征中学,,755.5
2024,普陀,上海市长征中学,,749.5
2024,普陀,上海市桃浦中学,,717.5
2024,普陀,上海市桃浦中学,,725
2024,普陀,上海市桃浦中学,,707.5
2024,普陀,上海市桃浦中学,,739.5
2024,普陀,上海市晋元高级中学附属学校南校,,735
2024,普陀,上海市晋元高级中学附属学校南校,,745.5
2024,普陀,上海市晋元高级中学附属学校南校,,721.5
2024,普陀,上海市晋元高级中学附属学校南校,,763
2024,普陀,上海音乐学院附属安师实验中学,,723
2024,普陀,上海音乐学院附属安师实验中学,,713
2024,普陀,上海音乐学院附属安师实验中学,,710
2024,普陀,上海音乐学院附属安师实验中学,,724
2024,普陀,上海华东师范大学附属进华中学,,724.5
2024,普陀,上海华东师范大学附属进华中学,,739.5
2024,普陀,上海华东师范大学附属进华中学,,715.5
2024,普陀,上海华东师范大学附属进华中学,,753.5
2024,普陀,上海华东师范大学附属进华中学,,759.5
2024,普陀,上海安生学校,,721.5
2024,普陀,上海安生学校,,722
2024,普陀,上海安生学校,,715.5
2024,普陀,上海安生学校,,760.5
2024,普陀,上海培佳双语学校,,721
2024,普陀,上海培佳双语学校,,739
2024,普陀,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,普陀,上海培佳双语学校,,715
2024,普陀,上海培佳双语学校,,755.5
2024,普陀,上海市光新学校,,661.5
2024,普陀,上海市光新学校,,693.5
2024,普陀,上海市铜川学校,,714.5
2024,普陀,上海市铜川学校,,734
2024,普陀,上海市铜川学校,,705
2024,普陀,上海市铜川学校,,747
2024,普陀,上海市沙田学校,,733.5
2024,普陀,上海市沙田学校,,744.5
2024,普陀,上海市沙田学校,,716.5
2024,普陀,上海市沙田学校,,667.5
2024,普陀,华东师范大学附属外国语实验学校,,731
2024,普陀,华东师范大学附属外国语实验学校,,740
