年份,批次,区名称,学校信息,录取最低分,是否同分优待
2025,名额分配到校,浦东新区,上海交通大学附属中学,738.5,否
2025,名额分配到校,浦东新区,上海中学东校,720,否
2025,名额分配到校,浦东新区,建平中学,734.5,否
2025,名额分配到校,浦东新区,进才中学,725,否
2025,名额分配到校,浦东新区,上海南汇中学,708.5,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,745,否
2025,名额分配到校,浦东新区,洋泾中学,721,否
2025,名额分配到校,浦东新区,高桥中学,720.5,否
2025,名额分配到校,浦东新区,川沙中学,719,否
2025,名额分配到校,浦东新区,上海第二工业大学附属龚路中学      上海中学东校,715,否
2025,名额分配到校,浦东新区,建平中学,745.5,否
2025,名额分配到校,浦东新区,进才中学,747.5,否
2025,名额分配到校,浦东新区,上海第二工业大学附属龚路中学      上海南汇中学,713.5,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,756.5,否
2025,名额分配到校,浦东新区,上海第二工业大学附属龚路中学    上海师范大学附属中学,736.5,否
2025,名额分配到校,浦东新区,洋泾中学,705.5,否
2025,名额分配到校,浦东新区,高桥中学,714,否
2025,名额分配到校,浦东新区,川沙中学,719,否
2025,名额分配到校,浦东新区,五三中学         上海中学东校,728,否
2025,名额分配到校,浦东新区,院     建平中学,740,否
2025,名额分配到校,浦东新区,五三中学         上海市进才中学,739.5,否
2025,名额分配到校,浦东新区,五三中学         上海南汇中学,716,否
2025,名额分配到校,浦东新区,五三中学       上海市浦东复旦附中分校,745.5,否
2025,名额分配到校,浦东新区,五三中学         上海市洋泾中学,719,否
2025,名额分配到校,浦东新区,院,719,否
2025,名额分配到校,浦东新区,五三中学         上海市川沙中学,733.5,否
2025,名额分配到校,浦东新区,侨光中学         上海中学东校,741,否
2025,名额分配到校,浦东新区,侨光中学         上海市进才中学,744,否
2025,名额分配到校,浦东新区,侨光中学         上海南汇中学,713.5,否
2025,名额分配到校,浦东新区,侨光中学       上海市浦东复旦附中分校,756,否
2025,名额分配到校,浦东新区,侨光中学       上海师范大学附属中学,732.5,否
2025,名额分配到校,浦东新区,侨光中学         上海市洋泾中学,723.5,否
2025,名额分配到校,浦东新区,侨光中学         上海市高桥中学,705,否
2025,名额分配到校,浦东新区,侨光中学         上海市川沙中学,734.5,否
2025,名额分配到校,浦东新区,江镇中学         上海中学东校,723.5,否
2025,名额分配到校,浦东新区,江镇中学         上海市建平中学,728,否
2025,名额分配到校,浦东新区,江镇中学         上海市进才中学,730,否
2025,名额分配到校,浦东新区,江镇中学         上海南汇中学,714.5,否
2025,名额分配到校,浦东新区,江镇中学       上海市浦东复旦附中分校,731.5,否
2025,名额分配到校,浦东新区,江镇中学         上海市洋泾中学,721.5,否
2025,名额分配到校,浦东新区,江镇中学         上海市高桥中学,705,否
2025,名额分配到校,浦东新区,江镇中学         上海市川沙中学,717.5,否
2025,名额分配到校,浦东新区,江镇中学         上海市实验学校,734,否
2025,名额分配到校,浦东新区,合庆中学         上海中学东校,716.5,否
2025,名额分配到校,浦东新区,合庆中学         上海市建平中学,712,否
2025,名额分配到校,浦东新区,合庆中学         上海市进才中学,719,否
2025,名额分配到校,浦东新区,合庆中学     华东师范大学第二附属中学,736,否
2025,名额分配到校,浦东新区,合庆中学          上海南汇中学,695,否
2025,名额分配到校,浦东新区,院   浦东复旦附中分校,712,否
2025,名额分配到校,浦东新区,合庆中学          上海市洋泾中学,700,否
2025,名额分配到校,浦东新区,合庆中学          上海市高桥中学,691.5,否
2025,名额分配到校,浦东新区,合庆中学          上海市川沙中学,726,否
2025,名额分配到校,浦东新区,华东师范大学张江实验中学         上海中学东校,716.5,否
2025,名额分配到校,浦东新区,院,736.5,否
2025,名额分配到校,浦东新区,华东师范大学张江实验中学         进才中学,733,否
2025,名额分配到校,浦东新区,华东师范大学张江实验中学         上海南汇中学,707,否
2025,名额分配到校,浦东新区,华东师范大学张江实验中学       上海师范大学附属中学,724.5,否
2025,名额分配到校,浦东新区,华东师范大学张江实验中学         洋泾中学,706.5,否
2025,名额分配到校,浦东新区,华东师范大学张江实验中学         高桥中学,707,否
2025,名额分配到校,浦东新区,华东师范大学张江实验中学         川沙中学,718,否
2025,名额分配到校,浦东新区,三林中学东校         上海中学东校,721,否
2025,名额分配到校,浦东新区,三林中学东校         上海市建平中学,743.5,否
2025,名额分配到校,浦东新区,三林中学东校         上海市进才中学,735.5,否
2025,名额分配到校,浦东新区,三林中学东校         上海南汇中学,686,否
2025,名额分配到校,浦东新区,三林中学东校       上海市浦东复旦附中分校,707.5,否
2025,名额分配到校,浦东新区,三林中学东校         上海市洋泾中学,712,否
2025,名额分配到校,浦东新区,三林中学东校         上海市高桥中学,693,否
2025,名额分配到校,浦东新区,三林中学东校         上海市川沙中学,715,否
2025,名额分配到校,浦东新区,上海中学东校,732,否
2025,名额分配到校,浦东新区,建平中学,747.5,否
2025,名额分配到校,浦东新区,进才中学,743.5,否
2025,名额分配到校,浦东新区,华东师范大学第二附属中学,759,否
2025,名额分配到校,浦东新区,上海南汇中学,706,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,756,否
2025,名额分配到校,浦东新区,洋泾中学,741,否
2025,名额分配到校,浦东新区,高桥中学,719.5,否
2025,名额分配到校,浦东新区,川沙中学,716.5,否
2025,名额分配到校,浦东新区,院   上海交通大学附属中学,742,否
2025,名额分配到校,浦东新区,高东中学          上海中学东校,706,否
2025,名额分配到校,浦东新区,高东中学          上海市建平中学,716.5,否
2025,名额分配到校,浦东新区,高东中学          上海市进才中学,728.5,否
2025,名额分配到校,浦东新区,高东中学          上海南汇中学,691.5,否
2025,名额分配到校,浦东新区,院,712,否
2025,名额分配到校,浦东新区,高东中学          上海市洋泾中学,721,否
2025,名额分配到校,浦东新区,高东中学          上海市高桥中学,694.5,否
2025,名额分配到校,浦东新区,南汇第一中学         上海中学东校,727,否
2025,名额分配到校,浦东新区,南汇第一中学         上海市建平中学,729.5,否
2025,名额分配到校,浦东新区,南汇第一中学         上海市进才中学,726.5,否
2025,名额分配到校,浦东新区,南汇第一中学         上海南汇中学,717,否
2025,名额分配到校,浦东新区,南汇第一中学       上海市浦东复旦附中分校,757.5,否
2025,名额分配到校,浦东新区,南汇第一中学         上海市洋泾中学,715,否
2025,名额分配到校,浦东新区,南汇第一中学         上海市高桥中学,715,否
2025,名额分配到校,浦东新区,南汇第一中学         上海市川沙中学,723,否
2025,名额分配到校,浦东新区,老港中学          上海中学东校,687.5,否
2025,名额分配到校,浦东新区,老港中学          上海市建平中学,710.5,否
2025,名额分配到校,浦东新区,老港中学          上海市进才中学,712.5,否
2025,名额分配到校,浦东新区,老港中学     华东师范大学第二附属中学,676.5,否
2025,名额分配到校,浦东新区,老港中学          上海南汇中学,674.5,否
2025,名额分配到校,浦东新区,老港中学        上海市浦东复旦附中分校,698.5,否
2025,名额分配到校,浦东新区,老港中学          上海市洋泾中学,711,否
2025,名额分配到校,浦东新区,老港中学          上海市高桥中学,684.5,否
2025,名额分配到校,浦东新区,老港中学          上海市川沙中学,712,否
2025,名额分配到校,浦东新区,泥城中学          上海中学东校,731,否
2025,名额分配到校,浦东新区,泥城中学          上海市建平中学,744,否
2025,名额分配到校,浦东新区,泥城中学         上海市进才中学,718,否
2025,名额分配到校,浦东新区,泥城中学          上海南汇中学,676.5,否
2025,名额分配到校,浦东新区,院   浦东复旦附中分校,741,否
2025,名额分配到校,浦东新区,泥城中学         上海市洋泾中学,676.5,否
2025,名额分配到校,浦东新区,泥城中学         上海市高桥中学,662.5,否
2025,名额分配到校,浦东新区,泥城中学         上海市川沙中学,703,否
2025,名额分配到校,浦东新区,泥城中学,685,否
2025,名额分配到校,浦东新区,院,729,否
2025,名额分配到校,浦东新区,长岛中学         上海市建平中学,738.5,否
2025,名额分配到校,浦东新区,长岛中学         上海市进才中学,724.5,否
2025,名额分配到校,浦东新区,长岛中学       上海市浦东复旦附中分校,724.5,否
2025,名额分配到校,浦东新区,长岛中学        上海师范大学附属中学,706,否
2025,名额分配到校,浦东新区,长岛中学         上海市洋泾中学,730,否
2025,名额分配到校,浦东新区,长岛中学         上海市高桥中学,721,否
2025,名额分配到校,浦东新区,长岛中学         上海市川沙中学,720,否
2025,名额分配到校,浦东新区,上海立信会计金融学院附属学校     上海交通大学附属中学,759.5,否
2025,名额分配到校,浦东新区,上海立信会计金融学院附属学校       上海中学东校,728,否
2025,名额分配到校,浦东新区,建平中学,745,否
2025,名额分配到校,浦东新区,进才中学,732.5,否
2025,名额分配到校,浦东新区,上海立信会计金融学院附属学校       上海南汇中学,709,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,748.5,否
2025,名额分配到校,浦东新区,洋泾中学,727,否
2025,名额分配到校,浦东新区,高桥中学,720.5,否
2025,名额分配到校,浦东新区,川沙中学,722.5,否
2025,名额分配到校,浦东新区,绿川学校          上海中学东校,731,否
2025,名额分配到校,浦东新区,绿川学校         上海市建平中学,728,否
2025,名额分配到校,浦东新区,绿川学校         上海市进才中学,721,否
2025,名额分配到校,浦东新区,绿川学校          上海南汇中学,729.5,否
2025,名额分配到校,浦东新区,绿川学校       上海市浦东复旦附中分校,735,否
2025,名额分配到校,浦东新区,绿川学校          上海市洋泾中学,723.5,否
2025,名额分配到校,浦东新区,绿川学校          上海市高桥中学,700.5,否
2025,名额分配到校,浦东新区,院     川沙中学,718.5,否
2025,名额分配到校,浦东新区,洋泾菊园实验学校           上海中学东校,734.5,否
2025,名额分配到校,浦东新区,洋泾菊园实验学校           上海市建平中学,746,否
2025,名额分配到校,浦东新区,洋泾菊园实验学校           上海市进才中学,744,否
2025,名额分配到校,浦东新区,洋泾菊园实验学校      华东师范大学第二附属中学,758.5,否
2025,名额分配到校,浦东新区,院,712,否
2025,名额分配到校,浦东新区,洋泾菊园实验学校         上海市浦东复旦附中分校,756.5,否
2025,名额分配到校,浦东新区,洋泾菊园实验学校           上海市洋泾中学,733.5,否
2025,名额分配到校,浦东新区,洋泾菊园实验学校           上海市川沙中学,722.5,否
2025,名额分配到校,浦东新区,民办平和学校         上海中学东校,735,否
2025,名额分配到校,浦东新区,民办平和学校         上海市建平中学,744.5,否
2025,名额分配到校,浦东新区,民办平和学校         上海市进才中学,741,否
2025,名额分配到校,浦东新区,民办平和学校         上海南汇中学,714,否
2025,名额分配到校,浦东新区,民办平和学校       上海市浦东复旦附中分校,756.5,否
2025,名额分配到校,浦东新区,民办平和学校         上海市洋泾中学,725,否
2025,名额分配到校,浦东新区,民办平和学校         上海市高桥中学,686,否
2025,名额分配到校,浦东新区,民办平和学校         上海市川沙中学,728.5,否
2025,名额分配到校,浦东新区,民办平和学校         上海市实验学校,735,否
2025,名额分配到校,浦东新区,川沙中学南校         上海中学东校,738,否
2025,名额分配到校,浦东新区,川沙中学南校         上海市建平中学,750.5,否
2025,名额分配到校,浦东新区,川沙中学南校         上海市进才中学,740,否
2025,名额分配到校,浦东新区,川沙中学南校         上海南汇中学,719.5,否
2025,名额分配到校,浦东新区,川沙中学南校       上海市浦东复旦附中分校,754,否
2025,名额分配到校,浦东新区,川沙中学南校       上海师范大学附属中学,746,否
2025,名额分配到校,浦东新区,川沙中学南校         上海市洋泾中学,728.5,否
2025,名额分配到校,浦东新区,川沙中学南校         上海市高桥中学,714,否
2025,名额分配到校,浦东新区,川沙中学南校         上海市川沙中学,735.5,否
2025,名额分配到校,浦东新区,建平实验中学          上海中学东校,733.5,否
2025,名额分配到校,浦东新区,建平实验中学         上海市建平中学,751.5,否
2025,名额分配到校,浦东新区,院     进才中学,741,否
2025,名额分配到校,浦东新区,建平实验中学          上海南汇中学,713,否
2025,名额分配到校,浦东新区,建平实验中学       上海市浦东复旦附中分校,757.5,否
2025,名额分配到校,浦东新区,建平实验中学        上海师范大学附属中学,732.5,否
2025,名额分配到校,浦东新区,建平实验中学         上海市洋泾中学,732.5,否
2025,名额分配到校,浦东新区,院,717.5,否
2025,名额分配到校,浦东新区,建平实验中学         上海市川沙中学,725.5,否
2025,名额分配到校,浦东新区,民办金苹果学校        上海市上海中学,756.5,否
2025,名额分配到校,浦东新区,民办金苹果学校        上海市建平中学,751,否
2025,名额分配到校,浦东新区,民办金苹果学校        上海市进才中学,747.5,否
2025,名额分配到校,浦东新区,民办金苹果学校         上海南汇中学,710.5,否
2025,名额分配到校,浦东新区,民办金苹果学校      上海市浦东复旦附中分校,739.5,否
2025,名额分配到校,浦东新区,民办金苹果学校        上海市洋泾中学,724.5,否
2025,名额分配到校,浦东新区,民办金苹果学校        上海市高桥中学,717,否
2025,名额分配到校,浦东新区,民办金苹果学校        上海市川沙中学,724,否
2025,名额分配到校,浦东新区,上海民办启能东方外国语学校         复旦大学附属中学,757.5,否
2025,名额分配到校,浦东新区,上海民办启能东方外国语学校          上海中学东校,726,否
2025,名额分配到校,浦东新区,建平中学,738,否
2025,名额分配到校,浦东新区,进才中学,731,否
2025,名额分配到校,浦东新区,上海民办启能东方外国语学校          上海南汇中学,709.5,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,751.5,否
2025,名额分配到校,浦东新区,洋泾中学,709.5,否
2025,名额分配到校,浦东新区,高桥中学,709.5,否
2025,名额分配到校,浦东新区,川沙中学,710,否
2025,名额分配到校,浦东新区,民办中芯学校          上海中学东校,735.5,否
2025,名额分配到校,浦东新区,民办中芯学校         上海市建平中学,738,否
2025,名额分配到校,浦东新区,民办中芯学校         上海市进才中学,746,否
2025,名额分配到校,浦东新区,民办中芯学校    华东师范大学第二附属中学,754,否
2025,名额分配到校,浦东新区,民办中芯学校         上海南汇中学,721,否
2025,名额分配到校,浦东新区,院   浦东复旦附中分校,745.5,否
2025,名额分配到校,浦东新区,民办中芯学校         上海市洋泾中学,725.5,否
2025,名额分配到校,浦东新区,民办中芯学校         上海市高桥中学,723,否
2025,名额分配到校,浦东新区,民办中芯学校         上海市川沙中学,711.5,否
2025,名额分配到校,浦东新区,进才实验中学         上海中学东校,734,否
2025,名额分配到校,浦东新区,院,754,否
2025,名额分配到校,浦东新区,进才实验中学         上海市进才中学,742,否
2025,名额分配到校,浦东新区,进才实验中学         上海南汇中学,710,否
2025,名额分配到校,浦东新区,进才实验中学       上海师范大学附属中学,737.5,否
2025,名额分配到校,浦东新区,进才实验中学         上海市洋泾中学,728.5,否
2025,名额分配到校,浦东新区,进才实验中学         上海市高桥中学,718,否
2025,名额分配到校,浦东新区,进才实验中学         上海市川沙中学,720.5,否
2025,名额分配到校,浦东新区,实验学校东校         上海中学东校,728.5,否
2025,名额分配到校,浦东新区,实验学校东校         上海市建平中学,751.5,否
2025,名额分配到校,浦东新区,实验学校东校         上海市进才中学,733.5,否
2025,名额分配到校,浦东新区,实验学校东校         上海南汇中学,708.5,否
2025,名额分配到校,浦东新区,实验学校东校       上海市浦东复旦附中分校,758.5,否
2025,名额分配到校,浦东新区,实验学校东校         上海市洋泾中学,726.5,否
2025,名额分配到校,浦东新区,实验学校东校         上海市高桥中学,711.5,否
2025,名额分配到校,浦东新区,实验学校东校         上海市川沙中学,727,否
2025,名额分配到校,浦东新区,张江集团中学        复旦大学附属中学,757,否
2025,名额分配到校,浦东新区,张江集团中学         上海中学东校,737.5,否
2025,名额分配到校,浦东新区,张江集团中学         上海市建平中学,748,否
2025,名额分配到校,浦东新区,张江集团中学         上海市进才中学,741.5,否
2025,名额分配到校,浦东新区,张江集团中学         上海南汇中学,707.5,否
2025,名额分配到校,浦东新区,张江集团中学       上海市浦东复旦附中分校,754.5,否
2025,名额分配到校,浦东新区,张江集团中学         上海市洋泾中学,731,否
2025,名额分配到校,浦东新区,张江集团中学         上海市高桥中学,718,否
2025,名额分配到校,浦东新区,张江集团中学         上海市川沙中学,724.5,否
2025,名额分配到校,浦东新区,院     上海中学,754.5,否
2025,名额分配到校,浦东新区,上海浦东新区民办协和双语学校        上海中学东校,713,否
2025,名额分配到校,浦东新区,建平中学,721.5,否
2025,名额分配到校,浦东新区,进才中学,730,否
2025,名额分配到校,浦东新区,上海浦东新区民办协和双语学校        上海南汇中学,698,否
2025,名额分配到校,浦东新区,院,725.5,否
2025,名额分配到校,浦东新区,洋泾中学,696,否
2025,名额分配到校,浦东新区,高桥中学,677.5,否
2025,名额分配到校,浦东新区,上海中学东校,718.5,否
2025,名额分配到校,浦东新区,建平中学,708,否
2025,名额分配到校,浦东新区,进才中学,726.5,否
2025,名额分配到校,浦东新区,上海南汇中学,725,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,747,否
2025,名额分配到校,浦东新区,洋泾中学,708.5,否
2025,名额分配到校,浦东新区,高桥中学,707,否
2025,名额分配到校,浦东新区,川沙中学,726,否
2025,名额分配到校,浦东新区,三灶学校          上海中学东校,729,否
2025,名额分配到校,浦东新区,三灶学校          上海市建平中学,725.5,否
2025,名额分配到校,浦东新区,三灶学校          上海市进才中学,702.5,否
2025,名额分配到校,浦东新区,三灶学校          上海南汇中学,705,否
2025,名额分配到校,浦东新区,三灶学校        上海市浦东复旦附中分校,718.5,否
2025,名额分配到校,浦东新区,三灶学校          上海市洋泾中学,716,否
2025,名额分配到校,浦东新区,三灶学校          上海市高桥中学,685.5,否
2025,名额分配到校,浦东新区,三灶学校          上海市川沙中学,714,否
2025,名额分配到校,浦东新区,黄路学校          上海中学东校,713,否
2025,名额分配到校,浦东新区,黄路学校          上海市进才中学,702,否
2025,名额分配到校,浦东新区,黄路学校     华东师范大学第二附属中学,755,否
2025,名额分配到校,浦东新区,黄路学校         上海南汇中学,702.5,否
2025,名额分配到校,浦东新区,黄路学校       上海市浦东复旦附中分校,706,否
2025,名额分配到校,浦东新区,院     洋泾中学,698.5,否
2025,名额分配到校,浦东新区,黄路学校         上海市高桥中学,709.5,否
2025,名额分配到校,浦东新区,黄路学校         上海市川沙中学,702.5,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学        上海中学东校,712.5,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学        上海市建平中学,725,否
2025,名额分配到校,浦东新区,院,717,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学     华东师范大学第二附属中学,729.5,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学        上海南汇中学,706,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学        上海市洋泾中学,700,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学        上海市高桥中学,689,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学        上海市川沙中学,710,否
2025,名额分配到校,浦东新区,浦东新区彭镇中学,706.5,否
2025,名额分配到校,浦东新区,秋萍学校       上海交通大学附属中学,732,否
2025,名额分配到校,浦东新区,秋萍学校         上海中学东校,684,否
2025,名额分配到校,浦东新区,秋萍学校         上海市建平中学,695,否
2025,名额分配到校,浦东新区,秋萍学校         上海市进才中学,694.5,否
2025,名额分配到校,浦东新区,秋萍学校         上海南汇中学,718,否
2025,名额分配到校,浦东新区,秋萍学校       上海市浦东复旦附中分校,723,否
2025,名额分配到校,浦东新区,秋萍学校         上海市洋泾中学,683.5,否
2025,名额分配到校,浦东新区,秋萍学校         上海市高桥中学,675.5,否
2025,名额分配到校,浦东新区,秋萍学校         上海市川沙中学,684,否
2025,名额分配到校,浦东新区,秋萍学校,721.5,否
2025,名额分配到校,浦东新区,三墩学校         上海市建平中学,718.5,否
2025,名额分配到校,浦东新区,三墩学校         上海南汇中学,657,否
2025,名额分配到校,浦东新区,三墩学校       上海市浦东复旦附中分校,717,否
2025,名额分配到校,浦东新区,三墩学校,657.5,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校       上海中学东校,709.5,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校         上海市建平中学,720.5,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校         上海市进才中学,684,否
2025,名额分配到校,浦东新区,院     上海南汇中学,685,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校       上海市浦东复旦附中分校,716.5,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校         上海市洋泾中学,689,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校         上海市高桥中学,684.5,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校         上海市川沙中学,692.5,否
2025,名额分配到校,浦东新区,院,749,否
2025,名额分配到校,浦东新区,浦东新区进才万祥学校,695,否
2025,名额分配到校,浦东新区,宣桥学校          上海中学东校,737,否
2025,名额分配到校,浦东新区,宣桥学校          上海市进才中学,728,否
2025,名额分配到校,浦东新区,宣桥学校          上海南汇中学,722.5,否
2025,名额分配到校,浦东新区,宣桥学校        上海市浦东复旦附中分校,726,否
2025,名额分配到校,浦东新区,宣桥学校        上海师范大学附属中学,724.5,否
2025,名额分配到校,浦东新区,宣桥学校          上海市洋泾中学,729,否
2025,名额分配到校,浦东新区,宣桥学校          上海市高桥中学,708,否
2025,名额分配到校,浦东新区,宣桥学校          上海市川沙中学,737.5,否
2025,名额分配到校,浦东新区,航头学校          上海中学东校,727,否
2025,名额分配到校,浦东新区,航头学校          上海市建平中学,740,否
2025,名额分配到校,浦东新区,航头学校          上海市进才中学,732.5,否
2025,名额分配到校,浦东新区,航头学校          上海南汇中学,719,否
2025,名额分配到校,浦东新区,航头学校        上海市浦东复旦附中分校,743.5,否
2025,名额分配到校,浦东新区,航头学校        上海师范大学附属中学,715.5,否
2025,名额分配到校,浦东新区,航头学校          上海市洋泾中学,726.5,否
2025,名额分配到校,浦东新区,航头学校          上海市高桥中学,715,否
2025,名额分配到校,浦东新区,航头学校          上海市川沙中学,724,否
2025,名额分配到校,浦东新区,周浦育才学校       上海交通大学附属中学,734,否
2025,名额分配到校,浦东新区,周浦育才学校         上海中学东校,698,否
2025,名额分配到校,浦东新区,周浦育才学校         上海市建平中学,706.5,否
2025,名额分配到校,浦东新区,周浦育才学校         上海市进才中学,701,否
2025,名额分配到校,浦东新区,周浦育才学校         上海南汇中学,706,否
2025,名额分配到校,浦东新区,院     洋泾中学,694,否
2025,名额分配到校,浦东新区,周浦育才学校         上海市高桥中学,681,否
2025,名额分配到校,浦东新区,周浦育才学校         上海市川沙中学,678,否
2025,名额分配到校,浦东新区,实验学校附属光明学校       上海交通大学附属中学,738.5,否
2025,名额分配到校,浦东新区,实验学校附属光明学校         上海中学东校,716,否
2025,名额分配到校,浦东新区,院,736,否
2025,名额分配到校,浦东新区,实验学校附属光明学校         上海市进才中学,727.5,否
2025,名额分配到校,浦东新区,实验学校附属光明学校         上海南汇中学,714,否
2025,名额分配到校,浦东新区,实验学校附属光明学校         上海市洋泾中学,702.5,否
2025,名额分配到校,浦东新区,实验学校附属光明学校         上海市高桥中学,710.5,否
2025,名额分配到校,浦东新区,实验学校附属光明学校         上海市川沙中学,718,否
2025,名额分配到校,浦东新区,东海学校          上海市建平中学,718,否
2025,名额分配到校,浦东新区,东海学校          上海市进才中学,695,否
2025,名额分配到校,浦东新区,东海学校     华东师范大学第二附属中学,672.5,否
2025,名额分配到校,浦东新区,东海学校          上海南汇中学,697.5,否
2025,名额分配到校,浦东新区,东海学校          上海市洋泾中学,699,否
2025,名额分配到校,浦东新区,东海学校          上海市川沙中学,682.5,否
2025,名额分配到校,浦东新区,康城学校          上海中学东校,727,否
2025,名额分配到校,浦东新区,康城学校          上海市建平中学,726,否
2025,名额分配到校,浦东新区,康城学校          上海市进才中学,737,否
2025,名额分配到校,浦东新区,康城学校          上海南汇中学,713,否
2025,名额分配到校,浦东新区,康城学校        上海市浦东复旦附中分校,749,否
2025,名额分配到校,浦东新区,康城学校        上海师范大学附属中学,736,否
2025,名额分配到校,浦东新区,康城学校          上海市洋泾中学,720,否
2025,名额分配到校,浦东新区,康城学校          上海市高桥中学,712,否
2025,名额分配到校,浦东新区,康城学校          上海市川沙中学,729.5,否
2025,名额分配到校,浦东新区,上海中学东校,697,否
2025,名额分配到校,浦东新区,建平中学,726.5,否
2025,名额分配到校,浦东新区,进才中学,728.5,否
2025,名额分配到校,浦东新区,上海南汇中学,689,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,752,否
2025,名额分配到校,浦东新区,洋泾中学,702.5,否
2025,名额分配到校,浦东新区,高桥中学,687.5,否
2025,名额分配到校,浦东新区,川沙中学,697,否
2025,名额分配到校,浦东新区,院,697,否
2025,名额分配到校,浦东新区,建平中学,704.5,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,742.5,否
2025,名额分配到校,浦东新区,民办尚德实验学校       上海市建平中学,749,否
2025,名额分配到校,浦东新区,民办尚德实验学校       上海市进才中学,746,否
2025,名额分配到校,浦东新区,民办尚德实验学校        上海南汇中学,714,否
2025,名额分配到校,浦东新区,民办尚德实验学校     上海市浦东复旦附中分校,756,否
2025,名额分配到校,浦东新区,民办尚德实验学校       上海市洋泾中学,731,否
2025,名额分配到校,浦东新区,民办尚德实验学校       上海市高桥中学,717.5,否
2025,名额分配到校,浦东新区,民办尚德实验学校       上海市川沙中学,729,否
2025,名额分配到校,浦东新区,上海浦东新区民办远翔实验学校      上海中学东校,729.5,否
2025,名额分配到校,浦东新区,建平中学,746,否
2025,名额分配到校,浦东新区,进才中学,745.5,否
2025,名额分配到校,浦东新区,上海浦东新区民办远翔实验学校      上海南汇中学,715,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,752,否
2025,名额分配到校,浦东新区,上海浦东新区民办远翔实验学校   上海师范大学附属中学,714,否
2025,名额分配到校,浦东新区,洋泾中学,736,否
2025,名额分配到校,浦东新区,高桥中学,712.5,否
2025,名额分配到校,浦东新区,川沙中学,724.5,否
2025,名额分配到校,浦东新区,复旦大学附属中学,759,否
2025,名额分配到校,浦东新区,上海中学东校,732,否
2025,名额分配到校,浦东新区,建平中学,745.5,否
2025,名额分配到校,浦东新区,进才中学,749.5,否
2025,名额分配到校,浦东新区,上海南汇中学,720,否
2025,名额分配到校,浦东新区,学        院   浦东复旦附中分校,752,否
2025,名额分配到校,浦东新区,洋泾中学,741,否
2025,名额分配到校,浦东新区,高桥中学,716.5,否
2025,名额分配到校,浦东新区,川沙中学,731,否
2025,名额分配到校,浦东新区,周浦实验学校        复旦大学附属中学,754,否
2025,名额分配到校,浦东新区,院,729.5,否
2025,名额分配到校,浦东新区,周浦实验学校         上海市建平中学,737,否
2025,名额分配到校,浦东新区,周浦实验学校         上海市进才中学,727.5,否
2025,名额分配到校,浦东新区,周浦实验学校       上海市浦东复旦附中分校,752,否
2025,名额分配到校,浦东新区,周浦实验学校         上海市洋泾中学,722.5,否
2025,名额分配到校,浦东新区,周浦实验学校         上海市高桥中学,709.5,否
2025,名额分配到校,浦东新区,周浦实验学校         上海市川沙中学,723.5,否
2025,名额分配到校,浦东新区,建平中学,715.5,否
2025,名额分配到校,浦东新区,进才中学,703.5,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,730,否
2025,名额分配到校,浦东新区,洋泾中学,699.5,否
2025,名额分配到校,浦东新区,上海中学,755.5,否
2025,名额分配到校,浦东新区,上海民办华曜浦东实验学校         上海中学东校,732.5,否
2025,名额分配到校,浦东新区,建平中学,746.5,否
2025,名额分配到校,浦东新区,进才中学,739,否
2025,名额分配到校,浦东新区,上海民办华曜浦东实验学校         上海南汇中学,708.5,否
2025,名额分配到校,浦东新区,浦东复旦附中分校,752,否
2025,名额分配到校,浦东新区,洋泾中学,725.5,否
2025,名额分配到校,浦东新区,高桥中学,713.5,否
2025,名额分配到校,浦东新区,川沙中学,728,否
2025,名额分配到校,浦东新区,上海中学东校,736.5,否
2025,名额分配到校,浦东新区,建平中学,749,否
2025,名额分配到校,浦东新区,进才中学,738.5,否
2025,名额分配到校,浦东新区,上海南汇中学,700.5,否
2025,名额分配到校,浦东新区,学校      院   浦东复旦附中分校,755.5,否
2025,名额分配到校,浦东新区,洋泾中学,733,否
2025,名额分配到校,浦东新区,高桥中学,710.5,否
2025,名额分配到校,浦东新区,川沙中学,720.5,否
